blinded_item_id,domain,dataset,task,candidate_unit,asset_ref,context_ref,audit_question,external_label,external_uncertain_reason,external_confidence,external_reviewer_id,external_review_timestamp
EXTAUD-00422,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l210_img680_d001_animal,location=210 video=21001 frame=79,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00423,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img860_d001_animal,location=470 video=47001 frame=59,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00424,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l212_img109_d001_animal,location=212 video=21202 frame=108,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00425,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l408_img3441_d001_animal,location=408 video=40801 frame=40,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00426,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l105_img5915_d001_animal,location=105 video=10502 frame=114,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00427,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1886->1886::f19cda34a7f14576->f19cda34a7f14576,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00428,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::440->440::5fe9343a8428a5ea->5fe9343a8428a5ea,aoi=L15-0632E-0892N_2528_4620_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00429,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::37->37::975a95921b494627->975a95921b494627,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00430,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5545_d001_animal,location=176 video=17603 frame=144,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00431,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l3_img278_d001_animal,location=3 video=301 frame=77,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00432,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::4671->4671::a076845542fbe865->a076845542fbe865,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00433,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l105_img5990_d001_animal,location=105 video=10504 frame=189,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00434,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::2192->2192::70b7fe7dffe6db51->70b7fe7dffe6db51,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00435,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img981_d001_animal,location=470 video=47004 frame=180,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00436,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::184->184::9dd79632c0d2ff9f->9dd79632c0d2ff9f,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00437,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5416_d001_animal,location=176 video=17600 frame=15,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00438,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5572_d001_animal,location=176 video=17604 frame=171,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00439,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l212_img118_d001_animal,location=212 video=21202 frame=117,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00440,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4828_d001_animal,location=526 video=52600 frame=27,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00441,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l57_img3309_d001_animal,location=57 video=5702 frame=108,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00442,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::5634->5634::25725ea31186a999->25725ea31186a999,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00443,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2604->2604::cf5e1bda63de02ad->cf5e1bda63de02ad,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00444,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l210_img740_d001_animal,location=210 video=21003 frame=139,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00445,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4820_d001_animal,location=526 video=52600 frame=19,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00446,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::1292->1292::61ea67700edfd30c->61ea67700edfd30c,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00447,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1274->1274::203e98ea4c7ce6f5->203e98ea4c7ce6f5,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00448,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l497_img1047_d001_animal,location=497 video=49701 frame=46,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00449,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::3153->3153::c4a3eedaabac82f1->c4a3eedaabac82f1,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00450,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img945_d001_animal,location=470 video=47003 frame=144,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00451,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::453->453::1e21565a69875c72->1e21565a69875c72,aoi=L15-0632E-0892N_2528_4620_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00452,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l57_img3230_d001_animal,location=57 video=5700 frame=29,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00453,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5548_d001_animal,location=176 video=17603 frame=147,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00454,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l512_img3609_d001_animal,location=512 video=51200 frame=8,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00455,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::6161->6161::9840a8e6054dd586->9840a8e6054dd586,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00456,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l212_img118_d001_animal,location=212 video=21202 frame=117,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00457,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5456_d001_animal,location=176 video=17601 frame=55,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00458,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::382->382::28c91bde8e4ef570->28c91bde8e4ef570,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00459,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l408_img3497_d001_animal,location=408 video=40802 frame=96,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00460,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l408_img3406_d001_animal,location=408 video=40800 frame=5,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00461,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::4246->4246::1bffba8628a52187->1bffba8628a52187,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00462,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::7125->7125::5d6591fe22739106->5d6591fe22739106,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00463,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l105_img5804_d001_animal,location=105 video=10500 frame=3,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00464,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::4510->4510::e4abbf29e4fe7b1d->e4abbf29e4fe7b1d,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00465,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::846->846::d529ecb9965bbf33->d529ecb9965bbf33,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00466,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::6848->6848::0b080c90d6e2cde7->0b080c90d6e2cde7,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00467,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1584->1584::21bc069173252886->21bc069173252886,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00468,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4926_d001_animal,location=526 video=52603 frame=125,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00469,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l3_img371_d001_animal,location=3 video=304 frame=170,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00470,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3504->3504::f701fc535706507e->f701fc535706507e,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00471,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l3_img306_d001_animal,location=3 video=302 frame=105,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00472,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l519_img2540_d001_animal,location=519 video=51903 frame=139,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00473,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l3_img306_d001_animal,location=3 video=302 frame=105,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00474,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::7365->7365::f4335fd2ab7f5e60->f4335fd2ab7f5e60,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00475,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l119_img5706_d001_animal,location=119 video=11902 frame=105,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00476,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5473_d001_animal,location=176 video=17601 frame=72,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00477,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4914_d001_animal,location=526 video=52602 frame=113,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00478,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::9557->9557::78cda7a26ec266f7->78cda7a26ec266f7,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00479,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l105_img5967_d001_animal,location=105 video=10504 frame=166,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00480,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l119_img5726_d001_animal,location=119 video=11903 frame=125,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00481,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l218_img2388_d001_animal,location=218 video=21804 frame=187,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00482,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::2763->2763::07ef5a8398dff70b->07ef5a8398dff70b,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00483,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l3_img245_d001_animal,location=3 video=301 frame=44,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00484,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5541_d001_animal,location=176 video=17603 frame=140,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
